StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Browser check_Browser,Browser check_Version,Browser check_Operating System,Browser check_Resolution,Self_Nat_Overlap,NTIN.Q1,NTIN.Q2a,NTIN.Q2a_7_TEXT,NTIN.Q2b,NTIN.Q2b_7_TEXT,NTIN.Q3,NTIN.Q3_4_TEXT,NTIN.Q4,NTIN.Q5,NTIN.Q6,NTIN.Q7,Big five_1,Big five_2,Big five_3,Big five_4,Big five_5,Big five_6,Big five_7,Big five_8,Big five_9,Big five_10,Big five_11,Big five_12,Big five_13,Big five_14,Big five_15,Big five_16,Big five_17,Big five_18,Big five_19,Big five_20,Big five_21,Big five_22,Big five_23,Big five_24,Big five_25,Big five_26,Big five_27,Big five_28,Big five_29,Big five_30,Big five_31,Big five_32,Big five_33,Big five_34,Big five_35,Big five_36,Big five_37,Big five_38,Big five_39,Big five_40,Big five_41,Big five_42,Big five_43,Big five_44,Demo.Q1,Demo.Q2,Demo.Q3,Demo.Q3_8_TEXT,Demo.Q4,Demo.Q4_1_TEXT,Demo.Q4_2_TEXT,Demo.Q4_3_TEXT,Demo.Q4_4_TEXT,Demo.Q5,Demo.Q6,Demo.Q6_1_TEXT,Demo.Q6_2_TEXT,Demo.Q6_3_TEXT,Demo.Q6_4_TEXT,Demo.Q7,Demo.Q8,Demo.Q9,Demo.Q9_8_TEXT,Demo.Q10,Demo.Q11,Demo.Q11_4_TEXT,Demo.Q12,Demo.Q13,Demo.Q14,SC0,SC1,SC2,SC3,SC4,workerID,perfKey,browser_check,testSeq
2019-02-21 10:05:02,2019-02-21 10:05:04,8,67.176.158.163,100,1,1,2019-02-21 10:05:05,R_1EZo281fYZ6YmP4,,,,,41.8018035888671875,-87.59929656982421875,anonymous,EN,Safari,11.1.2,Macintosh,1280x800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,labtest,XXXX,small,XXXX
2019-02-22 13:46:52,2019-02-22 13:47:07,0,173.69.62.51,100,15,1,2019-02-22 13:47:07,R_1nOTVYNCxnJ7QH5,,,,,41.7845001220703125,-71.39589691162109375,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1600x900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,APUPF3D94XYUQ,XXXX,small,XXXX
2019-02-22 13:47:17,2019-02-22 14:14:10,0,173.69.62.51,100,1612,1,2019-02-22 14:14:10,R_3PcOdcOMWUVCrwi,,,,,41.7845001220703125,-71.39589691162109375,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1600x900,5,1,"1,2,4,5",,,,1,,1,"Maybe if there was severe weather, like a blizzard or tornado.","I think it is a calming, peaceful experience","nature is the physical, natural world.  Plants, animals, outdoors.",46,46,49,48,49,48,48,45,45,49,46,45,49,48,49,48,45,46,49,49,48,48,46,46,49,46,46,48,48,49,46,47,48,47,47,46,46,48,49,49,45,48,45,49,1975,2,1,,"2,3",,,20000,,3,3,,,30000,,8,4,16,,15,1,,,,Thanks!,20,33,40,34,48,APUPF3D94XYUQ,PEB2bSC0TS1051982WqYYm,pass,01102
2019-02-22 13:54:32,2019-02-22 14:40:44,0,96.60.205.134,100,2771,1,2019-02-22 14:40:45,R_22s5E4ST78FIvqM,,,,,37.6775054931640625,-113.06189727783203125,anonymous,EN,Chrome,72.0.3626.119,Windows NT 6.1,2560x1440,5,1,"1,2,3,4,5,6",,,,1,,1,When it is polluted or a you are not well prepared for the weather.,no,Being out in untouched wilderness.,48,46,49,45,49,47,49,45,49,49,49,45,49,46,49,48,49,45,45,48,47,49,45,49,48,49,45,49,45,48,46,49,49,48,46,47,45,49,45,49,46,49,47,47,1991,1,1,,3,,,15,,3,3,,,25,,8,3,14,,7,1,,1,n/a,maybe a little more pay. Took quite a bit of time.,31,44,43,10,43,A10O5YR01H865K,PEB2bSC1TS1660192WqYYm,pass,01103
2019-02-22 14:19:24,2019-02-22 15:03:11,0,69.133.33.254,100,2626,1,2019-02-22 15:03:12,R_31tT1gYJyBW1edY,,,,,39.6244049072265625,-84.37640380859375,anonymous,EN,Chrome,71.0.3578.98,Linux x86_64,1366x768,4,1,"1,2,3,4,5",,,,"1,3",,1,Solitude and feelings of loneliness might be exacerbated if alone in nature,no,"Unspoiled and unplanned by man, uncontrolled and clean",46,47,46,49,48,49,47,48,45,48,47,46,46,49,48,46,47,48,49,48,49,48,46,48,48,46,47,46,49,48,49,48,46,46,46,45,46,46,48,48,47,47,47,46,1962,1,1,,"2,3",,12,3,,2,3,,,,,0,2,16,,13,1,,1,,no issues,13,31,21,35,37,A2CF2BD4Q0ZDJN,PEB2bSC1TS1634292WqYYm,pass,01104
2019-02-25 10:00:45,2019-02-25 10:00:50,0,108.171.130.162,100,4,1,2019-02-25 10:00:50,R_Tpl4l4gy0fq2HsZ,,,,,40.7436065673828125,-73.921600341796875,anonymous,EN,Chrome,72.0.3626.109,Windows NT 6.1,1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A39GADIK8RLMVC,XXXX,small,XXXX
2019-02-25 10:00:49,2019-02-25 10:00:53,0,108.22.202.164,100,4,1,2019-02-25 10:00:53,R_1otfKfdsH7e4BVb,,,,,39.6342926025390625,-77.73370361328125,anonymous,EN,Chrome,72.0.3626.109,Windows NT 6.1,1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A27O2IILV3S5YS,XXXX,small,XXXX
2019-02-25 10:01:02,2019-02-25 10:01:08,0,68.205.248.217,100,5,1,2019-02-25 10:01:08,R_1CvyiDxCrBiQacb,,,,,28.3961029052734375,-81.46810150146484375,anonymous,EN,Chrome,72.0.3626.119,Windows NT 10.0,1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A2WC2NO555XU3J,XXXX,small,XXXX
2019-02-25 10:01:13,2019-02-25 10:01:27,0,107.185.127.204,100,13,1,2019-02-25 10:01:27,R_3Rf3RTlzJUnpEYq,,,,,33.967498779296875,-118.14640045166015625,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A2C73Y1COWCA51,XXXX,small,XXXX
2019-02-25 10:01:45,2019-02-25 10:02:40,0,74.70.148.125,100,55,1,2019-02-25 10:02:41,R_zZnTdbDB9HMNv0d,,,,,42.84820556640625,-73.7863006591796875,anonymous,EN,Chrome,68.0.3440.106,Linux x86_64,1024x768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A26SF9CTNKKBYB,XXXX,small,XXXX
2019-02-25 10:03:01,2019-02-25 10:03:03,8,74.70.148.125,100,2,1,2019-02-25 10:03:04,R_2ZR0tS39jmwGoSD,,,,,42.84820556640625,-73.7863006591796875,anonymous,EN,Chrome,68.0.3440.106,Linux x86_64,1024x768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A26SF9CTNKKBYB,XXXX,small,XXXX
2019-02-25 10:08:35,2019-02-25 10:08:43,0,70.189.79.14,100,8,1,2019-02-25 10:08:44,R_7QA9moBfKHaPSsp,,,,,36.146392822265625,-95.95259857177734375,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1152x720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A3J55BJGV95JKH,XXXX,small,XXXX
2019-02-25 10:00:56,2019-02-25 10:10:42,0,108.171.130.162,100,585,1,2019-02-25 10:10:43,R_2fIhw5vmMOKVUJ4,,,,,40.7436065673828125,-73.921600341796875,anonymous,EN,Chrome,72.0.3626.109,Windows NT 6.1,1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A39GADIK8RLMVC,XXXX,pass,01109
2019-02-25 10:12:15,2019-02-25 10:12:26,0,73.177.134.158,100,11,1,2019-02-25 10:12:27,R_Q62NjECg4EkwQX7,,,,,38.6548004150390625,-78.45960235595703125,anonymous,EN,Chrome,72.0.3626.119,Windows NT 10.0,1280x768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A2W8TJXW68442D,XXXX,small,XXXX
2019-02-25 10:12:19,2019-02-25 10:12:28,8,70.189.79.14,100,9,1,2019-02-25 10:12:29,R_1MYYUCAk2ARhzCi,,,,,36.146392822265625,-95.95259857177734375,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1152x720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A3J55BJGV95JKH,XXXX,small,XXXX
2019-02-25 10:12:51,2019-02-25 10:12:53,8,70.189.79.14,100,2,1,2019-02-25 10:12:54,R_b25nGFKS8y2YpB7,,,,,36.146392822265625,-95.95259857177734375,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1152x720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A3J55BJGV95JKH,XXXX,small,XXXX
2019-02-25 10:12:53,2019-02-25 10:14:07,8,73.177.134.158,100,73,1,2019-02-25 10:14:07,R_ZmnVkfSIQdFiJON,,,,,38.6548004150390625,-78.45960235595703125,anonymous,EN,Chrome,72.0.3626.119,Windows NT 10.0,1280x768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A2W8TJXW68442D,XXXX,small,XXXX
2019-02-25 10:14:30,2019-02-25 10:14:33,8,70.189.79.14,100,2,1,2019-02-25 10:14:33,R_AvLLnC1YN5eI0Kt,,,,,36.146392822265625,-95.95259857177734375,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1152x720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A3J55BJGV95JKH,XXXX,small,XXXX
2019-02-25 10:15:06,2019-02-25 10:15:11,8,70.189.79.14,100,4,1,2019-02-25 10:15:11,R_3MrgbWARcINnvSB,,,,,36.146392822265625,-95.95259857177734375,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1152x720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A3J55BJGV95JKH,XXXX,small,XXXX
2019-02-25 10:15:28,2019-02-25 10:15:32,0,73.126.19.239,100,4,1,2019-02-25 10:15:33,R_2zMbHQKqejEPlQh,,,,,42.7530059814453125,-71.02700042724609375,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A149ROBL26JWPJ,XXXX,small,XXXX
2019-02-25 10:15:43,2019-02-25 10:15:48,8,70.189.79.14,100,5,1,2019-02-25 10:15:48,R_1n79X3w8WYlRz6Q,,,,,36.146392822265625,-95.95259857177734375,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1152x720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A3J55BJGV95JKH,XXXX,small,XXXX
2019-02-25 10:16:51,2019-02-25 10:16:55,0,73.177.134.158,100,3,1,2019-02-25 10:16:55,R_28YzHu4NLWuPWVo,,,,,38.6548004150390625,-78.45960235595703125,anonymous,EN,Chrome,72.0.3626.119,Windows NT 10.0,1600x900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A2W8TJXW68442D,XXXX,small,XXXX
2019-02-25 10:17:08,2019-02-25 10:17:11,8,73.177.134.158,100,3,1,2019-02-25 10:17:12,R_3PhtQ7PruOp3m3e,,,,,38.6548004150390625,-78.45960235595703125,anonymous,EN,Chrome,72.0.3626.119,Windows NT 10.0,1600x900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A2W8TJXW68442D,XXXX,small,XXXX
2019-02-25 10:05:48,2019-02-25 10:17:26,0,72.28.171.16,100,697,1,2019-02-25 10:17:26,R_4SB1ZEPYiqG7MsN,,,,,33.5059051513671875,-81.695098876953125,anonymous,EN,Firefox,65.0,Windows NT 10.0,1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,ALLP45O3BDWYM,XXXX,small,XXXX
2019-02-25 10:17:58,2019-02-25 10:18:04,8,73.177.134.158,100,5,1,2019-02-25 10:18:04,R_2zGycbGB2ajM6Iw,,,,,38.6548004150390625,-78.45960235595703125,anonymous,EN,Chrome,72.0.3626.119,Windows NT 10.0,1600x900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A2W8TJXW68442D,XXXX,small,XXXX
2019-02-25 10:18:10,2019-02-25 10:18:13,8,73.177.134.158,100,3,1,2019-02-25 10:18:13,R_22s2JoX3jLo96E8,,,,,38.6548004150390625,-78.45960235595703125,anonymous,EN,Chrome,72.0.3626.119,Windows NT 10.0,1600x900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A2W8TJXW68442D,XXXX,small,XXXX
2019-02-25 10:18:31,2019-02-25 10:19:03,0,66.67.15.186,100,32,1,2019-02-25 10:19:04,R_3PHoDTG1FlSJECG,,,,,42.8636932373046875,-76.991302490234375,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1280x720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A10YS8AVLQWUZZ,XXXX,small,XXXX
2019-02-25 10:00:43,2019-02-25 10:22:39,0,68.62.10.172,100,1316,1,2019-02-25 10:22:40,R_3EmaHoZAoImnASg,,,,,43.1779022216796875,-83.7248992919921875,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1920x1080,2,3,,,,,"1,2",,3,no,no,areas that aren't manmade,48,48,47,46,48,46,46,48,48,48,48,48,47,46,48,48,45,48,45,48,46,46,47,48,48,48,47,47,46,47,45,46,47,48,46,48,48,47,46,48,46,47,47,47,1990,1,1,,3,,,15,,2,3,,,28,,1,2,14,,11,1,,1,,,33,19,25,15,38,A2XFO0X6RCS98M,PEB2bSC0TS945701WqYYm,pass,01108
2019-02-25 10:00:25,2019-02-25 10:23:17,0,174.26.81.32,100,1372,1,2019-02-25 10:23:18,R_3I0l71rS1lI4BFy,,,,,33.6819000244140625,-112.09960174560546875,anonymous,EN,Chrome,72.0.3626.109,Macintosh,2560x1440,7,1,"1,3,4,5,6",,,,1,,3,if nature was on fire,i love spending time in nature,"trees, mountains, wildlife, not a lot of people",45,46,48,48,49,49,48,48,47,49,47,46,48,47,49,47,49,46,47,49,49,49,46,48,49,46,46,48,46,49,49,48,48,48,47,46,45,47,46,48,45,47,46,49,1974,1,"1,4,5",,1,,,,,2,1,,,,,44,1,5,,8,1,,1,n/a,good day!,14,38,33,21,47,AEDJXOPWQULR4,PEB2bSC0TS844343WqYYm,pass,01107
2019-02-25 10:22:22,2019-02-25 10:24:10,0,147.135.36.175,100,107,1,2019-02-25 10:24:10,R_3hDy5GzP4HG0qoK,,,,,38.960906982421875,-77.34290313720703125,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1280x1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,AC8AP945KVJW5,XXXX,small,XXXX
2019-02-25 10:01:25,2019-02-25 10:24:34,0,68.205.248.217,100,1389,1,2019-02-25 10:24:34,R_YWXB2ArRNnXaTy9,,,,,28.3961029052734375,-81.46810150146484375,anonymous,EN,Chrome,72.0.3626.119,Windows NT 10.0,1920x1080,4,1,"1,2,4,5",,,,1,,3,"If caught in bad weather or or storm or something dangerous. ",Nope,"The environment of the earth, the outdoors. All living creatures and our environment. Not man made. ",46,45,49,45,48,48,48,45,48,49,49,45,49,46,48,48,49,45,46,48,48,49,45,49,48,48,45,49,45,49,48,49,49,48,48,46,45,49,46,48,45,49,45,49,1993,2,"1,2",,2,,15,,,3,2,,2,,,1,2,16,,13,1,,1,NA,"Good study, thanks!",23,44,45,13,42,A2WC2NO555XU3J,PEB2bSC0TS932321WqYYm,pass,01111
2019-02-25 10:24:54,2019-02-25 10:25:21,8,147.135.36.175,100,26,1,2019-02-25 10:25:21,R_3IcmEJG6z07jVRL,,,,,38.960906982421875,-77.34290313720703125,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1280x1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,AC8AP945KVJW5,XXXX,small,XXXX
2019-02-25 10:02:08,2019-02-25 10:25:43,0,107.185.127.204,100,1414,1,2019-02-25 10:25:43,R_2CvIkuAHA18Bdmo,,,,,33.967498779296875,-118.14640045166015625,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1920x1080,3,1,"1,4",,,,1,,3,you see a lion or bear ready to attack,no issues,not man made things outdoors,45,45,49,45,45,49,45,45,49,45,48,45,49,45,45,45,45,45,45,45,49,49,45,49,45,48,45,48,45,45,48,49,49,49,49,45,45,49,49,45,45,45,45,45,1991,1,4,,3,,,5,,3,3,,,5,,1,1,14,,6,1,,1,no issues,pay could be better for time spent,15,33,44,12,14,A2C73Y1COWCA51,PEB2bSC1TS970560WqYYm,pass,01112
2019-02-25 10:24:09,2019-02-25 10:27:40,0,45.46.206.247,100,210,1,2019-02-25 10:27:40,R_1gp59UzKfJHk21A,,,,,43.0908050537109375,-77.4347991943359375,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1366x768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,AQP4PHYDXRBPI,XXXX,small,XXXX
2019-02-25 10:28:09,2019-02-25 10:28:21,0,97.83.234.202,100,11,1,2019-02-25 10:28:21,R_26l3Hv42aage3ue,,,,,43.801300048828125,-91.21340179443359375,anonymous,EN,Chrome,72.0.3626.119,Windows NT 10.0,1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,AA8PZKO9XGCKO,XXXX,small,XXXX
2019-02-25 10:00:15,2019-02-25 10:29:43,0,63.152.1.114,100,1767,1,2019-02-25 10:29:43,R_247AFKjvMl2ebfz,,,,,41.9803924560546875,-91.70980072021484375,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1920x1080,5,1,"1,2,3,4,5,6",,,,1,,1,"Being caught in the open during a thunderstorm. ",We evolved mentally and physically to be outdoors.,I define nature by what we do not control or create.,45,47,47,49,47,49,48,47,47,48,46,46,48,48,47,46,47,47,48,47,49,49,48,47,47,46,49,47,48,48,49,48,47,48,48,46,47,47,49,48,47,48,48,46,1979,1,1,,3,,,0-39,,3,3,,,39,,0,3,14,,10,1,,1,,"While conducting this survey, a file name fire_session.json downloaded from this website through my browser.",12,31,26,30,31,A2AZYU1CT24O0K,PEB2bSC0TS929729WqYYm,pass,01106
2019-02-25 10:34:03,2019-02-25 10:34:06,0,148.75.30.213,100,2,1,2019-02-25 10:34:06,R_cTRmGVWqIcWpYFH,,,,,40.7924041748046875,-74.0095977783203125,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1280x720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A1BNR1ZAF1QGWG,XXXX,small,XXXX
2019-02-25 10:34:17,2019-02-25 10:34:19,8,148.75.30.213,100,1,1,2019-02-25 10:34:19,R_1gM8YzEHcoNVvar,,,,,40.7924041748046875,-74.0095977783203125,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1280x720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A1BNR1ZAF1QGWG,XXXX,small,XXXX
2019-02-25 10:34:54,2019-02-25 10:35:00,0,72.187.30.164,100,5,1,2019-02-25 10:35:00,R_1MYZEGygG45uf1z,,,,,28.0762939453125,-82.485198974609375,anonymous,EN,Chrome,72.0.3626.119,Windows NT 10.0,1536x864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A3L8LSM7V7KX3T,XXXX,small,XXXX
2019-02-25 10:35:34,2019-02-25 10:35:36,0,71.35.26.68,100,1,1,2019-02-25 10:35:36,R_3LcD1McTuOKfKpE,,,,,33.3054046630859375,-111.7400970458984375,anonymous,EN,Chrome,72.0.3626.119,Windows NT 10.0,1600x900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A2TVJTQ4VXATE6,XXXX,small,XXXX
2019-02-25 10:11:22,2019-02-25 10:37:27,0,71.112.138.80,100,1565,1,2019-02-25 10:37:27,R_3nAwQxWR9qYRq2d,,,,,40.329498291015625,-79.61440277099609375,anonymous,EN,Chrome,71.0.3578.127,CrOS armv7l 11151.113.0,1366x768,7,1,"1,3,4,5",,,,1,,3,"when mother nature is upset and there are bad winds, tornadoes, and such",no,spending time among the animals and trees in the forest,46,49,49,45,46,49,49,45,45,48,45,45,49,49,46,45,45,45,49,46,48,45,45,46,45,46,45,49,48,48,47,49,49,45,49,45,46,48,49,46,48,49,46,45,1984,2,1,,3,,,0 - 35,,2,3,,,0 - 35,,0,4,5,,15,1,,1,n/a,"this was an interesting study, but it was longer than stated",13,32,43,34,21,A1TLNLB9D87H6,PEB2bSC0TS869334WqYYm,pass,01205
2019-02-25 10:39:35,2019-02-25 10:39:50,0,166.67.66.242,100,15,1,2019-02-25 10:39:50,R_1jCyyYqL33g9KbI,,,,,37.546295166015625,-77.43779754638671875,anonymous,EN,Chrome,72.0.3626.109,Windows NT 6.1,1024x768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A2WHC086WNUQNB,XXXX,small,XXXX
2019-02-25 10:16:55,2019-02-25 10:42:59,0,75.162.168.128,100,1563,1,2019-02-25 10:42:59,R_1JFKE0biv4dQU6o,,,,,41.6244049072265625,-93.669403076171875,anonymous,EN,Firefox,65.0,Linux i686,1440x900,5,1,"1,2,3,4,5",,,,1,,3,Sometimes there can be danger in nature and obviously it would not be good for your well-being to encounter a dangerous situation.,none,Nature is the part of the world relatively unspoiled by human endeavors.,45,48,47,48,47,49,46,48,46,48,46,46,48,49,47,45,46,48,49,48,49,46,48,46,47,46,49,46,49,48,49,47,46,46,47,45,46,46,48,48,46,46,48,47,1973,1,1,,4,,,,15,4,2,,3,,,0,2,14,,3,1,,1,NA,none,10,22,21,35,35,A2L26DMSVUEDP6,PEB2bSC0TS922023WqYYm,pass,01210
2019-02-25 10:42:54,2019-02-25 10:43:03,0,99.70.252.100,100,8,1,2019-02-25 10:43:03,R_231ywjVF2eB5C8d,,,,,32.51849365234375,-96.807098388671875,anonymous,EN,Firefox,65.0,Windows NT 10.0,1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A1NLJ1L4VCQYV2,XXXX,small,XXXX
2019-02-25 10:21:12,2019-02-25 10:44:30,0,67.170.28.221,100,1397,1,2019-02-25 10:44:30,R_29048gOufY31LG8,,,,,47.7344970703125,-117.44699859619140625,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1600x900,2,1,"1,2,3,4,5,6",,,,"1,3",,1,If the weather was very bad,No,"The outdoors, as it formed on its own.",47,48,48,46,48,47,48,46,47,48,47,46,48,46,47,47,46,47,47,48,47,46,47,48,48,48,47,48,47,48,47,48,47,48,47,47,46,48,46,48,46,48,47,47,1984,1,1,,1,15,,,,3,2,,5,,,1,2,16,,11,1,,1,n/a,No,25,29,32,19,37,A5Q0UTSKAI2TQ,PEB2bSC1TS896733WqYYm,pass,01212
2019-02-25 10:45:08,2019-02-25 10:45:17,0,66.190.78.91,100,9,1,2019-02-25 10:45:18,R_2EEQrxslk9SxRO2,,,,,32.887603759765625,-97.21320343017578125,anonymous,EN,Chrome,72.0.3626.109,Windows NT 10.0,1366x768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,A36W1S4Z2LSNTC,XXXX,small,XXXX
